,Bike_number,StartLatitude,StartLongitude,EndLatitude,EndLogitude,OriginZip,DestinationZip,Duration,Duration per minute
71,W20277,38.8767,-77.0178,38.8767,-77.0178,20024,20024,261.0,4.35
72,W23119,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2870.0,47.833333333333336
73,W20532,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2852.0,47.53333333333333
74,W22928,38.9375,-77.0328,38.9375,-77.0328,20010,20010,649.0,10.816666666666666
75,W22505,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2973.0,49.55
76,W22868,38.8767,-77.0178,38.8767,-77.0178,20024,20024,6259.0,104.31666666666666
77,W23218,38.9057,-77.0056,38.9057,-77.0056,20002,20002,8374.0,139.56666666666666
78,W20968,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1369.0,22.816666666666666
79,W21301,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2505.0,41.75
80,W20999,38.9086,-77.0323,38.9086,-77.0323,20005,20005,1168.0,19.466666666666665
81,W22979,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3065.0,51.083333333333336
82,W01229,38.8952,-77.0436,38.8952,-77.0436,20006,20006,584.0,9.733333333333333
83,W00795,38.9086,-77.0323,38.9086,-77.0323,20006,20005,65.0,1.0833333333333333
84,W00152,38.8767,-77.0178,38.8767,-77.0178,20024,20024,5845.0,97.41666666666667
85,W01328,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1475.0,24.583333333333332
86,W22113,38.9319,-77.0388,38.9319,-77.0388,20010,20036,117.0,1.95
87,W21323,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1594.0,26.566666666666666
88,W20560,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1817.0,30.283333333333335
89,W22312,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3378.0,56.3
90,W22601,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1139.0,18.983333333333334
91,W22829,38.9176,-77.0321,38.9176,-77.0321,20010,20010,151.0,2.5166666666666666
92,W21423,38.9176,-77.0321,38.9176,-77.0321,20010,20010,915.0,15.25
93,W22594,38.9086,-77.0323,38.9086,-77.0323,20006,20005,7757.0,129.28333333333333
94,W20054,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1176.0,19.6
95,W21126,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1420.0,23.666666666666668
96,W00903,38.9003,-77.0429,38.9003,-77.0429,20006,20006,3199.0,53.31666666666667
97,W20817,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1200.0,20.0
98,W21023,38.8952,-77.0436,38.8952,-77.0436,20006,20006,4912.0,81.86666666666666
99,W22971,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3434.0,57.233333333333334
100,W22837,38.9375,-77.0328,38.9375,-77.0328,20010,20010,777.0,12.95
101,W21187,38.8637,-77.0633,38.8637,-77.0633,20037,22204,997.0,16.616666666666667
102,W00558,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5545.0,92.41666666666667
103,W21094,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3504.0,58.4
104,W01164,38.9249,-77.0222,38.9249,-77.0222,20059,20059,3019.0,50.31666666666667
105,W20999,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1168.0,19.466666666666665
106,W22546,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1841.0,30.683333333333334
107,W22963,38.9086,-77.0323,38.9086,-77.0323,20006,20005,219.0,3.65
108,W00554,38.9086,-77.0323,38.9086,-77.0323,20006,20005,198.0,3.3
109,W20795,38.9176,-77.0321,38.9176,-77.0321,20010,20010,124.0,2.066666666666667
110,W23198,38.9086,-77.0323,38.9086,-77.0323,20006,20005,117.0,1.95
111,W20240,38.9249,-77.0222,38.9249,-77.0222,20059,20059,6721.0,112.01666666666667
112,W21972,38.9086,-77.0323,38.9086,-77.0323,20005,20005,9077.0,151.28333333333333
113,W22681,38.9057,-77.0056,38.9057,-77.0056,20002,20002,63.0,1.05
114,W20159,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1663.0,27.716666666666665
115,W21779,38.9086,-77.0323,38.9086,-77.0323,20005,20005,65.0,1.0833333333333333
116,W20176,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2335.0,38.916666666666664
117,W01266,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2049.0,34.15
118,W23148,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4277.0,71.28333333333333
119,W20554,38.9086,-77.0323,38.9086,-77.0323,20006,20005,111.0,1.85
120,W23101,38.9176,-77.0321,38.9176,-77.0321,20010,20010,155.0,2.5833333333333335
121,W21431,38.8767,-77.0178,38.8767,-77.0178,20024,20024,835.0,13.916666666666666
122,W20619,38.8767,-77.0178,38.8767,-77.0178,20024,20024,592.0,9.866666666666667
123,W22598,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1523.0,25.383333333333333
124,W22014,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3708.0,61.8
125,W20620,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2184.0,36.4
126,W00095,38.8767,-77.0178,38.8767,-77.0178,20024,20024,796.0,13.266666666666667
127,W21447,38.9086,-77.0323,38.9086,-77.0323,20006,20005,118.0,1.9666666666666666
128,W22855,38.9057,-77.0056,38.9057,-77.0056,20002,20002,840.0,14.0
129,W21749,38.8952,-77.0436,38.8952,-77.0436,20006,20006,3791.0,63.18333333333333
130,W00657,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2437.0,40.61666666666667
131,W01283,38.9086,-77.0323,38.9086,-77.0323,20006,20005,183.0,3.05
132,W21537,38.9086,-77.0323,38.9086,-77.0323,20005,20005,61.0,1.0166666666666666
133,W20028,38.9249,-77.0222,38.9249,-77.0222,20059,20059,6133.0,102.21666666666667
134,W22657,38.9086,-77.0323,38.9086,-77.0323,20006,20005,657.0,10.95
135,W00750,38.8767,-77.0178,38.8767,-77.0178,20024,20024,926.0,15.433333333333334
136,W20090,38.9176,-77.0321,38.9176,-77.0321,20010,20010,393.0,6.55
137,W21530,38.9086,-77.0323,38.9086,-77.0323,20005,20005,11150.0,185.83333333333334
138,W01141,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5863.0,97.71666666666667
139,W22724,38.9176,-77.0321,38.9176,-77.0321,20010,20010,294.0,4.9
140,W20780,38.9086,-77.0323,38.9086,-77.0323,20005,20005,936.0,15.6
141,W20717,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1904.0,31.733333333333334
142,W21586,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3586.0,59.766666666666666
143,W22537,38.8637,-77.0633,38.8637,-77.0633,20037,22204,3864.0,64.4
144,W20554,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1763.0,29.383333333333333
145,W22961,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1144.0,19.066666666666666
146,W21754,38.9057,-77.0056,38.9057,-77.0056,20002,20002,8339.0,138.98333333333332
147,W01215,38.9319,-77.0388,38.9319,-77.0388,20010,20036,155.0,2.5833333333333335
148,W21070,38.8952,-77.0436,38.8952,-77.0436,20006,20006,3671.0,61.18333333333333
149,W01170,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1174.0,19.566666666666666
150,W20675,38.9086,-77.0323,38.9086,-77.0323,20006,20005,127.0,2.1166666666666667
151,W22094,38.8767,-77.0178,38.8767,-77.0178,20024,20024,575.0,9.583333333333334
152,W01340,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1060.0,17.666666666666668
153,W21254,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3906.0,65.1
154,W21175,38.9003,-77.0429,38.9003,-77.0429,20006,20006,635.0,10.583333333333334
155,W01477,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1199.0,19.983333333333334
156,W21864,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1477.0,24.616666666666667
157,W21746,38.8767,-77.0178,38.8767,-77.0178,20024,20024,953.0,15.883333333333333
158,W21867,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1363.0,22.716666666666665
159,W22044,38.9003,-77.0429,38.9003,-77.0429,20006,20006,13607.0,226.78333333333333
160,W00598,38.8952,-77.0436,38.8952,-77.0436,20036,20036,100.0,1.6666666666666667
161,W00027,38.9003,-77.0429,38.9003,-77.0429,20006,20006,1400.0,23.333333333333332
162,W21543,38.9176,-77.0321,38.9176,-77.0321,20010,20010,7450.0,124.16666666666667
163,W00301,38.9249,-77.0222,38.9249,-77.0222,20059,20059,491.0,8.183333333333334
164,W00116,38.8767,-77.0178,38.8767,-77.0178,20024,20024,278.0,4.633333333333334
165,W20652,38.9319,-77.0388,38.9319,-77.0388,20010,20036,241.0,4.016666666666667
166,W22873,38.9057,-77.0056,38.9057,-77.0056,20002,20002,70.0,1.1666666666666667
167,W22133,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1727.0,28.783333333333335
168,W01230,38.9057,-77.0056,38.9057,-77.0056,20002,20002,110.0,1.8333333333333333
169,W22311,38.9319,-77.0388,38.9319,-77.0388,20010,20036,3790.0,63.166666666666664
170,W23217,38.9086,-77.0323,38.9086,-77.0323,20006,20005,831.0,13.85
171,W22751,38.9057,-77.0056,38.9057,-77.0056,20002,20002,477.0,7.95
172,W21418,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5299.0,88.31666666666666
173,W20639,38.9003,-77.0429,38.9003,-77.0429,20006,20006,76.0,1.2666666666666666
174,W20955,38.8767,-77.0178,38.8767,-77.0178,20024,20024,4359.0,72.65
175,W21287,38.8767,-77.0178,38.8767,-77.0178,20024,20024,500.0,8.333333333333334
176,W22865,38.8952,-77.0436,38.8952,-77.0436,20006,20006,797.0,13.283333333333333
177,W00542,38.9057,-77.0056,38.9057,-77.0056,20002,20002,3376.0,56.266666666666666
178,W21505,38.9319,-77.0388,38.9319,-77.0388,20036,20036,974.0,16.233333333333334
179,W21673,38.8767,-77.0178,38.8767,-77.0178,20024,20024,291.0,4.85
180,W22846,38.9086,-77.0323,38.9086,-77.0323,20006,20005,6395.0,106.58333333333333
181,W22443,38.8767,-77.0178,38.8767,-77.0178,20024,20024,7797.0,129.95
182,W21259,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4801.0,80.01666666666667
183,W22170,38.8767,-77.0178,38.8767,-77.0178,20024,20024,8119.0,135.31666666666666
184,W22855,38.8952,-77.0436,38.8952,-77.0436,20006,20006,3649.0,60.81666666666667
185,W01253,38.9176,-77.0321,38.9176,-77.0321,20010,20010,8445.0,140.75
186,W00035,38.8637,-77.0633,38.8637,-77.0633,20037,22204,847.0,14.116666666666667
187,W20924,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1846.0,30.766666666666666
188,W22984,38.9086,-77.0323,38.9086,-77.0323,20005,20005,151.0,2.5166666666666666
189,W22012,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1841.0,30.683333333333334
190,W23031,38.8952,-77.0436,38.8952,-77.0436,20006,20006,173.0,2.8833333333333333
191,W21423,38.9086,-77.0323,38.9086,-77.0323,20005,20005,520.0,8.666666666666666
192,W22085,38.9003,-77.0429,38.9003,-77.0429,20006,20006,1331.0,22.183333333333334
193,W22601,38.8637,-77.0633,38.8637,-77.0633,20037,22204,4104.0,68.4
194,W20398,38.9319,-77.0388,38.9319,-77.0388,20036,20036,6965.0,116.08333333333333
195,W22042,38.8952,-77.0436,38.8952,-77.0436,20006,20006,8529.0,142.15
196,W23221,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1718.0,28.633333333333333
197,W22397,38.8767,-77.0178,38.8767,-77.0178,20024,20024,76.0,1.2666666666666666
198,W22596,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2391.0,39.85
199,W20649,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1502.0,25.033333333333335
200,W22611,38.9057,-77.0056,38.9057,-77.0056,20002,20002,469.0,7.816666666666666
201,W22165,38.9086,-77.0323,38.9086,-77.0323,20005,20005,7835.0,130.58333333333334
202,W22486,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
203,W00959,38.9176,-77.0321,38.9176,-77.0321,20010,20010,542.0,9.033333333333333
204,W20426,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1215.0,20.25
205,W22756,38.9086,-77.0323,38.9086,-77.0323,20005,20005,218.0,3.6333333333333333
206,W22781,38.8637,-77.0633,38.8637,-77.0633,20037,22204,4918.0,81.96666666666667
207,W22787,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4267.0,71.11666666666666
208,W20713,38.9176,-77.0321,38.9176,-77.0321,20010,20010,3910.0,65.16666666666667
209,W22873,38.9319,-77.0388,38.9319,-77.0388,20010,20036,363.0,6.05
210,W22777,38.8637,-77.0633,38.8637,-77.0633,20037,22204,435.0,7.25
211,W22720,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1471.0,24.516666666666666
212,W22225,38.8767,-77.0178,38.8767,-77.0178,20024,20024,642.0,10.7
213,W22116,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1395.0,23.25
214,W21423,38.8952,-77.0436,38.8952,-77.0436,20036,20036,3443.0,57.38333333333333
215,W21513,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4397.0,73.28333333333333
216,W00985,38.8952,-77.0436,38.8952,-77.0436,20036,20036,1640.0,27.333333333333332
217,W00928,38.9249,-77.0222,38.9249,-77.0222,20059,20059,1693.0,28.216666666666665
218,W22401,38.8767,-77.0178,38.8767,-77.0178,20024,20024,660.0,11.0
219,W21749,38.8952,-77.0436,38.8952,-77.0436,20036,20036,3791.0,63.18333333333333
220,W00445,38.9003,-77.0429,38.9003,-77.0429,20006,20006,5499.0,91.65
221,W23352,38.9086,-77.0323,38.9086,-77.0323,20005,20005,431.0,7.183333333333334
222,W22905,38.9003,-77.0429,38.9003,-77.0429,20006,20006,6270.0,104.5
223,W21526,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1417.0,23.616666666666667
224,W00167,38.8952,-77.0436,38.8952,-77.0436,20036,20036,4326.0,72.1
225,W21197,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5877.0,97.95
226,W00868,38.8952,-77.0436,38.8952,-77.0436,20036,20036,3079.0,51.31666666666667
227,W00708,38.8767,-77.0178,38.8767,-77.0178,20024,20024,74.0,1.2333333333333334
228,W22216,38.8952,-77.0436,38.8952,-77.0436,20006,20006,10363.0,172.71666666666667
229,W01068,38.8952,-77.0436,38.8952,-77.0436,20006,20006,97.0,1.6166666666666667
230,W21565,38.9086,-77.0323,38.9086,-77.0323,20006,20005,579.0,9.65
231,W21203,38.9086,-77.0323,38.9086,-77.0323,20005,20005,288.0,4.8
232,W00280,38.9319,-77.0388,38.9319,-77.0388,20010,20036,162.0,2.7
233,W20118,38.9003,-77.0429,38.9003,-77.0429,20006,20006,126.0,2.1
234,W00919,38.8637,-77.0633,38.8637,-77.0633,20037,22204,726.0,12.1
235,W22006,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1553.0,25.883333333333333
236,W01303,38.8767,-77.0178,38.8767,-77.0178,20024,20024,94.0,1.5666666666666667
237,W20759,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2316.0,38.6
238,W23059,38.9086,-77.0323,38.9086,-77.0323,20005,20005,481.0,8.016666666666667
239,W01296,38.9057,-77.0056,38.9057,-77.0056,20002,20002,4187.0,69.78333333333333
240,W22963,38.9086,-77.0323,38.9086,-77.0323,20005,20005,219.0,3.65
241,W21315,38.9375,-77.0328,38.9375,-77.0328,20010,20010,538.0,8.966666666666667
242,W20478,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1351.0,22.516666666666666
243,W00589,38.9057,-77.0056,38.9057,-77.0056,20002,20002,6436.0,107.26666666666667
244,W21714,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1163.0,19.383333333333333
245,W21221,38.9249,-77.0222,38.9249,-77.0222,20059,20059,1675.0,27.916666666666668
246,W22681,38.8637,-77.0633,38.8637,-77.0633,20037,22204,813.0,13.55
247,W22165,38.9086,-77.0323,38.9086,-77.0323,20006,20005,72.0,1.2
248,W00239,38.9319,-77.0388,38.9319,-77.0388,20036,20036,143.0,2.3833333333333333
249,W21450,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5578.0,92.96666666666667
250,W23210,38.9086,-77.0323,38.9086,-77.0323,20005,20005,,
251,W20158,38.9086,-77.0323,38.9086,-77.0323,20006,20005,2407.0,40.11666666666667
252,W21828,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3412.0,56.86666666666667
253,W00185,38.9057,-77.0056,38.9057,-77.0056,20002,20002,8211.0,136.85
254,W21262,38.8952,-77.0436,38.8952,-77.0436,20036,20036,11654.0,194.23333333333332
255,W21608,38.9319,-77.0388,38.9319,-77.0388,20036,20036,1920.0,32.0
256,W00479,38.9375,-77.0328,38.9375,-77.0328,20010,20010,239.0,3.9833333333333334
257,W22501,38.9057,-77.0056,38.9057,-77.0056,20002,20002,5362.0,89.36666666666666
258,W21853,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1453.0,24.216666666666665
259,W01262,38.9057,-77.0056,38.9057,-77.0056,20002,20002,1464.0,24.4
260,W21106,38.8637,-77.0633,38.8637,-77.0633,20037,22204,412.0,6.866666666666666
261,W21956,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1465.0,24.416666666666668
262,W00831,38.9086,-77.0323,38.9086,-77.0323,20005,20005,94.0,1.5666666666666667
263,W21530,38.8952,-77.0436,38.8952,-77.0436,20036,20036,561.0,9.35
264,W00711,38.9319,-77.0388,38.9319,-77.0388,20036,20036,86.0,1.4333333333333333
265,W00787,38.9319,-77.0388,38.9319,-77.0388,20036,20036,847.0,14.116666666666667
266,W00216,38.8952,-77.0436,38.8952,-77.0436,20036,20036,122.0,2.033333333333333
267,W22261,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1552.0,25.866666666666667
268,W00068,38.9176,-77.0321,38.9176,-77.0321,20010,20010,1373.0,22.883333333333333
269,W20443,38.9319,-77.0388,38.9319,-77.0388,20010,20036,724.0,12.066666666666666
270,W00146,38.8767,-77.0178,38.8767,-77.0178,20024,20024,945.0,15.75
271,W01458,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5034.0,83.9
272,W20842,38.8767,-77.0178,38.8767,-77.0178,20024,20024,460.0,7.666666666666667
273,W20924,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2233.0,37.21666666666667
274,W00951,38.9319,-77.0388,38.9319,-77.0388,20010,20036,718.0,11.966666666666667
275,W00295,38.9003,-77.0429,38.9003,-77.0429,20006,20006,2480.0,41.333333333333336
276,W21938,38.8767,-77.0178,38.8767,-77.0178,20024,20024,659.0,10.983333333333333
277,W21963,38.8952,-77.0436,38.8952,-77.0436,20036,20036,3423.0,57.05
278,W00450,38.9003,-77.0429,38.9003,-77.0429,20006,20006,1885.0,31.416666666666668
279,W01235,38.9176,-77.0321,38.9176,-77.0321,20010,20010,314.0,5.233333333333333
280,W22793,38.8952,-77.0436,38.8952,-77.0436,20006,20006,1029.0,17.15
281,W23243,38.9086,-77.0323,38.9086,-77.0323,20006,20005,7683.0,128.05
282,W22599,38.9086,-77.0323,38.9086,-77.0323,20005,20005,986.0,16.433333333333334
283,W22758,38.8637,-77.0633,38.8637,-77.0633,20037,22204,655.0,10.916666666666666
284,W22138,38.9319,-77.0388,38.9319,-77.0388,20036,20036,276.0,4.6
285,W00454,38.9086,-77.0323,38.9086,-77.0323,20005,20005,213.0,3.55
286,W22912,38.9176,-77.0321,38.9176,-77.0321,20010,20010,348.0,5.8
287,W20278,38.8952,-77.0436,38.8952,-77.0436,20006,20006,147.0,2.45
288,W21983,38.9057,-77.0056,38.9057,-77.0056,20002,20002,9477.0,157.95
289,W22783,38.8952,-77.0436,38.8952,-77.0436,20036,20036,3401.0,56.68333333333333
290,W20167,38.8952,-77.0436,38.8952,-77.0436,20006,20006,13874.0,231.23333333333332
291,W22908,38.9176,-77.0321,38.9176,-77.0321,20010,20010,73.0,1.2166666666666666
292,W23254,38.9086,-77.0323,38.9086,-77.0323,20005,20005,324.0,5.4
293,W00868,38.8952,-77.0436,38.8952,-77.0436,20006,20006,3079.0,51.31666666666667
294,W00635,38.9086,-77.0323,38.9086,-77.0323,20006,20005,868.0,14.466666666666667
295,W21237,38.9375,-77.0328,38.9375,-77.0328,20010,20010,438.0,7.3
296,W00891,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3958.0,65.96666666666667
297,W21834,38.8767,-77.0178,38.8767,-77.0178,20024,20024,10792.0,179.86666666666667
298,w01117,38.8767,-77.0178,38.8767,-77.0178,20024,20024,130.0,2.1666666666666665
299,W22785,38.9375,-77.0328,38.9375,-77.0328,20010,20010,1679.0,27.983333333333334
300,W21129,38.9176,-77.0321,38.9176,-77.0321,20010,20010,227.0,3.783333333333333
301,W22624,38.9249,-77.0222,38.9249,-77.0222,20059,20059,2824.0,47.06666666666667
302,W00861,38.9319,-77.0388,38.9319,-77.0388,20010,20036,90.0,1.5
303,W22266,38.8767,-77.0178,38.8767,-77.0178,20024,20024,464.0,7.733333333333333
304,W21565,38.9086,-77.0323,38.9086,-77.0323,20005,20005,7683.0,128.05
305,W20830,38.8637,-77.0633,38.8637,-77.0633,20037,22204,5531.0,92.18333333333334
306,W21341,38.9086,-77.0323,38.9086,-77.0323,20005,20005,791.0,13.183333333333334
307,W23019,38.9057,-77.0056,38.9057,-77.0056,20002,20002,,
308,W21822,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5305.0,88.41666666666667
309,W20020,38.9086,-77.0323,38.9086,-77.0323,20005,20005,499.0,8.316666666666666
310,W22396,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1104.0,18.4
311,W00649,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1425.0,23.75
312,W20725,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1479.0,24.65
313,W22520,38.9057,-77.0056,38.9057,-77.0056,20002,20002,295.0,4.916666666666667
314,W01206,38.9086,-77.0323,38.9086,-77.0323,20006,20005,6079.0,101.31666666666666
315,W01271,38.8952,-77.0436,38.8952,-77.0436,20006,20006,595.0,9.916666666666666
316,W20348,38.9057,-77.0056,38.9057,-77.0056,20002,20002,203.0,3.3833333333333333
317,W01404,38.9176,-77.0321,38.9176,-77.0321,20010,20010,706.0,11.766666666666667
318,W00961,38.8952,-77.0436,38.8952,-77.0436,20006,20006,9050.0,150.83333333333334
319,W22225,38.9319,-77.0388,38.9319,-77.0388,20010,20036,1810.0,30.166666666666668
320,W00031,38.9003,-77.0429,38.9003,-77.0429,20006,20006,2514.0,41.9
321,W01311,38.9057,-77.0056,38.9057,-77.0056,20002,20002,6697.0,111.61666666666666
322,W22237,38.8952,-77.0436,38.8952,-77.0436,20006,20006,1659.0,27.65
323,W20696,38.9086,-77.0323,38.9086,-77.0323,20006,20005,76.0,1.2666666666666666
324,W20532,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5258.0,87.63333333333334
325,W22671,38.9057,-77.0056,38.9057,-77.0056,20002,20002,8768.0,146.13333333333333
326,W20287,38.9176,-77.0321,38.9176,-77.0321,20010,20010,657.0,10.95
327,W21574,38.8952,-77.0436,38.8952,-77.0436,20036,20036,5540.0,92.33333333333333
328,W22957,38.9086,-77.0323,38.9086,-77.0323,20006,20005,847.0,14.116666666666667
329,W23322,38.9057,-77.0056,38.9057,-77.0056,20002,20002,878.0,14.633333333333333
330,W22602,38.9319,-77.0388,38.9319,-77.0388,20010,20036,3271.0,54.516666666666666
331,W01395,38.9086,-77.0323,38.9086,-77.0323,20006,20005,5584.0,93.06666666666666
332,W01367,38.9057,-77.0056,38.9057,-77.0056,20002,20002,445.0,7.416666666666667
333,W23360,38.8952,-77.0436,38.8952,-77.0436,20006,20006,8588.0,143.13333333333333
334,W22878,38.8767,-77.0178,38.8767,-77.0178,20024,20024,981.0,16.35
335,W00470,38.9086,-77.0323,38.9086,-77.0323,20006,20005,172.0,2.8666666666666667
336,W22936,38.9086,-77.0323,38.9086,-77.0323,20006,20005,1692.0,28.2
337,W23399,38.9086,-77.0323,38.9086,-77.0323,20005,20005,3739.0,62.31666666666667
338,W23358,38.9057,-77.0056,38.9057,-77.0056,20002,20002,2397.0,39.95
339,W00043,38.9176,-77.0321,38.9176,-77.0321,20010,20010,2525.0,42.083333333333336
340,W00625,38.9086,-77.0323,38.9086,-77.0323,20006,20005,3014.0,50.233333333333334
341,W22445,38.8767,-77.0178,38.8767,-77.0178,20024,20024,1500.0,25.0
342,W22188,38.9319,-77.0388,38.9319,-77.0388,20010,20036,874.0,14.566666666666666
343,W00385,38.8767,-77.0178,38.8767,-77.0178,20024,20024,2494.0,41.56666666666667
344,W23178,38.8637,-77.0633,38.8637,-77.0633,20037,22204,7855.0,130.91666666666666
345,W21712,38.8952,-77.0436,38.8952,-77.0436,20036,20036,2425.0,40.416666666666664
346,W21970,38.8767,-77.0178,38.8767,-77.0178,20024,20024,686.0,11.433333333333334
347,W20451,38.8767,-77.0178,38.8767,-77.0178,20024,20024,3097.0,51.61666666666667
348,W20774,38.9086,-77.0323,38.9086,-77.0323,20005,20005,8755.0,145.91666666666666
349,W00479,38.8767,-77.0178,38.8767,-77.0178,20024,20024,439.0,7.316666666666666
350,W21371,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1572.0,26.2
351,W20842,38.9057,-77.0056,38.9057,-77.0056,20002,20002,7163.0,119.38333333333334
352,W21137,38.8637,-77.0633,38.8637,-77.0633,20037,22204,1378.0,22.966666666666665
