,externalID,OriginZip,DestinationZip,TotalAMount,milage,Duration
2784,27145272,20001,20006,22.78,2.5,44
2785,35074287,20009,20032,22.94,6.82,31
2786,30210330,20008,20015,29.91,8.6,30
2787,27694616,20010,22015,63.17,21.0,45
2788,58668_26NF5OEJ,20016,20016,9.01,1.11,375
2789,1361863A,20032,20010,31.42,7.701895927777599,2090
2790,33949281,20024,22202,37.61,11.0,31
2791,34869559,20037,20037,36.09,9.8,46
2792,34007828,20024,20002,30.95,4.8,34
2793,82822_26NNGWCO,20045,20003,13.06,1.96,714
2794,77564_26NL3BPK,20005,20001,8.93,0.45,276
2795,65155_26NNGHO1,20006,22314,29.09,9.07,1308
2796,29218718,20037,20001,30.42,5.97,53
2797,34235734,20037,20018,22.94,5.8,36
2798,74173_26NSQK95,20002,20001,8.01,0.79,347
2799,70486_26NFPUSI,20009,22202,27.13,6.98,1288
2800,32521985,20036,20036,63.71,27.0,36
2801,30997763,20004,20832,62.76,20.0,50
2802,28160843,20012,20009,16.73,3.7,29
2803,74521_26NPRNQ7,20009,22301,24.83,8.37,1288
2804,32183040,20052,20009,20.08,2.4,29
2805,62546_26NEKOHR,20011,20011,7.01,0.89,342
2806,31366800,20004,22201,30.77,9.1,32
2807,31103453,20009,20019,3.25,9.23,55
2808,30524228,20036,22202,25.91,5.2,43
2809,28961536,20008,20001,20.62,3.0,31
2810,73161_26NRNYD1,20036,20016,15.92,3.8,1018
2811,62057_26NKH096,20010,20004,12.41,2.55,823
2812,35079913,20037,22202,28.02,7.0,30
2813,77478_26NQEZSV,20036,22202,18.27,5.56,858
2814,33266459,20037,20166,70.03,30.0,37
2815,27490381,22202,20008,27.86,6.6,30
2816,30162045,20001,20009,28.81,5.9,30
2817,33727417,20036,22202,29.34,9.0,29
2818,36177711,20007,20007,10.25,2.17,39
2819,32294869,20006,20015,28.0,5.0,29
2820,73515_26NONXRX,20036,20016,11.71,2.6,463
2821,31175032,20004,20174,64.52,27.0,34
2822,33433067,20037,20024,17.78,3.1,41
2823,71977_26NFPTPX,20005,20002,18.22,2.04,937
2824,31236026,20005,20005,83.23,29.0,45
2825,35714888,22202,20016,33.02,9.75,36
2826,32509482,20011,20020,29.15,9.81,33
2827,74686_26NPA760,20024,20003,9.36,1.4,459
2828,32485473,20036,20036,22.24,0.0,34
2829,71663_26NGAVO0,20530,20548,11.09,1.27,468
2830,76879_26NDA6L0,20036,20005,9.9,0.97,579
2831,56039_26NJBZ7Y,20007,22201,15.92,3.4,981
2832,80474_26NCRVEE,20005,20036,6.2,0.67,256
2833,28202968,20036,22202,26.29,6.3,29
2834,65248_26NEKI0V,20005,20016,24.29,4.49,1476
2835,65834_26NRODHB,20024,20005,12.06,1.92,693
2836,30904809,20002,20008,23.24,5.0,29
2837,32330599,20001,20004,31.29,2.7,38
2838,26950417,20002,20015,28.88,9.1,38
2839,74818_26NTXE3Q,20005,22204,24.16,6.22,999
2840,31933537,20005,20032,27.21,7.3,29
2841,28750924,20002,22201,74.12,23.0,55
2842,78827_26NPR5O9,20009,20005,8.09,0.93,450
2843,74768_26NUNBQL,20010,20011,12.95,1.83,899
2844,74759_26NHG0PC,20010,20017,9.98,2.39,537
2845,73233_26NL3782,20005,20036,13.71,0.84,647
2846,63951_26NS8S57,20245,20024,10.71,2.28,553
2847,72938_26NU1P3K,20024,20036,12.6,2.03,727
2848,33397373,20010,20003,24.94,4.3,36
2849,76888_26NO33XK,20005,20006,7.01,0.74,361
2850,31308426,20037,20854,40.1,0.0,41
2851,33671891,20004,20004,27.13,5.0,37
2852,75050_26NTYYNO,20036,20001,8.36,1.62,440
2853,62760_26NDAKJ1,20036,20008,12.98,2.05,536
2854,30949607,20037,20018,22.94,6.0,33
2855,75720_26NS8YPU,20005,20002,8.9,1.57,515
2856,82359_26NFPKM4,20005,22202,20.0,5.38,867
2857,29012603,20004,20892,51.08,15.0,42
2858,28534768,20002,20158,129.73,53.0,81
2859,66348_26NO2JI7,20002,20004,7.55,1.24,377
2860,73078_26NFPDGF,20008,20009,5.39,0.74,141
2861,66493_26NG8I69,20036,20037,7.2,0.89,256
2862,34369947,20019,20011,30.88,10.53,34
2863,31574708,20015,20015,34.75,10.0,29
2864,31397420,20005,20009,28.28,3.8,33
2865,28992650,20002,20001,19.92,1.7,29
2866,28419442,20001,20816,27.81,7.0,30
2867,29062147,20037,20001,18.89,1.47,36
2868,64180_26NHIQUD,20010,20036,16.46,2.75,1246
2869,65910_26NL4199,20010,20011,6.12,0.49,180
2870,34099450,20008,20024,20.43,3.5,32
2871,61447_26NO35PD,20037,20007,23.52,1.3,719
2872,73422_26NKEYBY,20037,20003,11.87,2.66,786
2873,82654_26NU1C86,20019,20001,30.77,8.7,2353
2874,36131392,20002,20001,25.91,6.24,34
2875,81552_26NFRBKU,20001,20004,9.55,0.95,431
2876,32374122,20002,20012,26.99,6.0,35
2877,32990553,20007,20024,81.22,29.3,38
2878,29005401,20005,20005,71.14,28.0,44
2879,31270058,20024,20016,26.56,7.98,37
2880,56815_26NFQFI5,20004,20005,10.25,1.11,675
2881,64656_26NMVPLA,20002,20006,17.49,1.91,994
2882,66399_26NFQG7C,20004,20001,8.2,0.77,284
2883,81485_26NSTXW9,20001,20001,7.28,0.82,394
2884,32003926,22202,20850,72.26,22.4,43
2885,74997_26NDUXVB,20024,20009,13.41,2.39,820
2886,32035208,20037,20017,27.72,6.0,43
2887,34138726,20009,20003,19.7,4.9,29
2888,75275_26ND921R,20036,20009,6.12,0.42,176
2889,77660_26NTC6RH,20011,20782,6.74,1.24,298
2890,33958439,22202,20017,32.42,9.2,35
2891,74054_26NCRS4V,20004,20004,5.93,0.59,268
2892,77733_26NTXM3E,20009,20005,12.87,2.13,785
2893,31743519,20001,20008,30.35,5.5,42
2894,74539_26NEJC3H,20005,20002,8.09,1.29,472
2895,28998726,20024,20024,29.96,4.0,34
2896,74901_26ND9KA8,20002,20008,28.21,5.64,1762
2897,35926276,20005,20024,30.2,3.45,30
2898,36111209,20036,22207,23.75,6.3,35
2899,33876060,20002,20002,32.88,9.0,35
2900,77524_26NPVIEN,20004,20001,12.2,0.79,272
2901,27572166,20004,20015,23.64,5.1,29
2902,27741390,20036,20010,17.76,2.2,34
2903,26556766,20036,20721,43.19,12.0,33
2904,57902_26ND9HK7,20036,20004,10.44,1.73,550
2905,79197_26NL1LT9,20005,22202,17.57,4.74,667
2906,30154591,20037,20009,27.45,0.0,57
2907,31050953,20008,22202,33.74,7.1,29
2908,76721_26NO25JM,20431,20002,14.84,2.83,1061
2909,31715841,20009,22202,6.5,4.9,29
2910,33975786,20009,22102,60.21,20.0,47
2911,30364526,20006,20024,20.08,1.73,33
2912,28424942,20005,20002,18.54,3.0,30
2913,76582_26NF476I,20005,20037,11.6,1.45,824
2914,73548_26NGTO4L,20006,20008,12.41,2.51,792
2915,31945106,20431,22044,25.56,7.3,31
2916,36199394,20002,20008,19.89,4.0,30
2917,77754_26NFRT0H,20002,22310,38.33,12.6,2145
2918,30295890,20001,22202,33.91,5.4,45
2919,71464_26NIPEMY,20024,20006,7.82,1.7,369
2920,32822868,20002,20814,28.34,10.1,31
2921,72416_26NS9KMH,20004,20005,8.47,0.88,294
2922,32456056,20009,20009,8.55,3.0,52
2923,33693968,20005,20007,93.48,33.6,47
2924,30345326,22003,20007,9.9,9.8,37
2925,77341_26NLLMPT,20009,20002,12.14,2.31,825
2926,75686_26NNGVML,20228,20003,12.33,2.54,686
2927,75462_26NEKXIN,20001,20004,10.71,1.23,627
2928,1358256A,20024,20001,15.14,1.9436490893173,909
2929,63013_26NU1JB2,20037,20005,14.06,2.09,703
2930,79570_26NQD2QU,20004,20268,11.28,0.92,385
2931,31292337,20003,22314,25.91,7.4,30
2932,35332520,20037,20019,26.72,6.42,34
2933,77283_26NTGQVD,20007,22209,7.28,1.38,318
2934,74143_26NF693S,20002,20004,11.71,1.21,620
2935,73209_26NO1V1M,20001,20002,8.63,1.27,475
2936,74090_26NTCDAH,20001,20010,11.33,2.75,638
2937,80440_26NPUUEE,20024,22202,16.65,3.64,922
2938,33864495,20011,20003,12.33,4.4,33
2939,30917148,20001,20228,30.5,10.8,47
2940,72792_26NNZOZ5,20011,20783,5.66,1.02,194
2941,56415_26NNHZU9,20006,20009,10.28,1.06,374
2942,29224838,20009,20174,66.95,28.0,43
2943,82617_26NEJ3MG,20004,20006,9.74,0.82,362
2944,30979450,20024,20024,22.4,5.0,32
2945,30611020,20002,22304,46.03,15.0,43
2946,30044255,20037,20174,73.17,27.0,38
2947,32641205,20024,22202,27.99,7.0,43
2948,34260438,20010,20019,32.5,9.01,44
2949,61447_26NMVORQ,20007,20016,14.41,3.26,725
2950,28221019,22202,20018,29.99,8.86,33
2951,35836123,20001,20016,30.23,0.0,54
2952,77173_26NEKFG6,20005,20008,8.9,2.09,419
2953,31083747,20009,22202,24.61,4.0,33
2954,32918881,20036,20815,20.24,5.0,34
2955,29741440,20006,20006,23.94,1.0,47
2956,28448651,20036,20036,22.13,5.1,37
2957,35816821,20010,20019,43.19,10.64,54
2958,63103_26NP9N1E,20004,20036,9.9,1.44,540
2959,35391297,20003,20011,26.65,5.16,30
2960,30143686,20037,20002,19.89,3.2,31
2961,73603_26NF5OPV,20005,20036,9.0,0.61,287
2962,31789617,20242,20319,4.5,0.1,31
2963,35596039,20005,20008,21.0,3.0,29
2964,35776696,20005,20005,43.92,14.0,58
2965,26924547,20001,22202,31.97,7.8,30
2966,1361743A,20036,20002,18.04,2.0287769426538,1076
2967,33126845,20036,20170,39.09,12.8,29
2968,82089_26NFRQBD,20004,20001,11.33,1.8,776
2969,30630489,20037,20002,18.27,2.7,29
2970,74749_26NCSJGC,20001,20009,8.9,1.27,502
2971,76941_26NLL7AC,20037,20007,11.25,1.39,682
2972,82556_26NGBX3H,20007,20001,12.06,1.86,669
2973,81954_26NEIJ37,20037,20001,13.49,2.4,899
2974,30826259,20036,20015,30.37,6.0,31
2975,77773_26NDA664,20009,20036,8.01,1.12,347
2976,33075260,20037,20018,28.82,5.1,41
2977,72770_26NF1SXG,20001,20009,11.75,2.06,634
2978,32327310,20004,22182,54.32,18.0,33
2979,29224049,20001,21240,100.94,31.7,52
2980,72880_26NF6AVM,20002,20004,10.98,1.68,619
2981,79957_26NFMZNL,20002,22201,20.78,7.11,988
2982,26557292,20009,20166,79.98,27.7,32
2983,31094840,20003,20005,17.54,3.0,29
2984,35093909,20002,20007,24.02,0.0,29
2985,33652280,20001,20009,26.78,3.5,38
2986,29895621,20010,20011,0.25,0.0,62
2987,32041595,20005,20005,26.1,8.2,33
2988,77071_26NFQAY6,20001,22202,18.0,5.82,698
2989,32375549,20009,20816,24.36,7.0,30
2990,75647_26NNH1W3,20010,20008,13.33,2.45,706
2991,35761316,20008,20008,78.27,0.0,51
2992,29446011,20016,20001,30.61,9.2,38
2993,28778508,20009,20016,11.27,2.1,37
2994,28514929,20037,20019,26.99,9.5,32
2995,29242505,20036,20002,13.95,3.0,33
2996,77155_26NNZ3AL,20001,20006,12.36,1.32,472
2997,76690_26NL428B,20010,20011,14.6,2.03,851
2998,36078389,20002,20011,23.48,5.01,31
2999,71206_26NMVOGG,20515,20004,9.36,1.61,396
3000,27718662,20002,20007,22.34,4.2,29
3001,28421925,20005,22202,19.97,5.0,29
3002,72799_26NMBCAJ,20005,20017,15.86,3.19,866
3003,72932_26NF5ONJ,20009,20005,5.66,0.98,190
3004,81027_26NF1SXE,20006,20006,7.2,0.0,302
3005,32296873,20017,20006,21.16,4.42,32
3006,82777_26NF5F2M,20001,22202,16.19,5.57,7597
3007,66369_26NFQPLM,20037,22201,11.33,3.32,427
3008,36062692,20011,20037,28.18,6.04,43
3009,29619378,20001,22206,26.45,8.3,32
3010,27500975,20002,20002,61.57,19.0,35
3011,81922_26NP5RBQ,20036,20009,6.74,1.12,293
3012,77547_26NUIOIK,20007,20037,7.01,1.15,374
3013,28360914,20008,20007,21.73,3.1,30
3014,35290754,20001,20007,20.54,2.7,33
3015,66055_26NMWAYW,20006,20002,23.64,2.55,1593
3016,79579_26NLLQYW,20002,20002,10.4,1.6,523
3017,1362287A,20002,22309,56.72,19.160602083820002,2353
3018,73170_26NON3X1,20005,20010,14.57,2.92,951
3019,29807957,20009,20174,80.63,29.0,41
3020,56404_26NTF29Z,20036,20001,12.52,2.32,659
3021,80352_26NP975V,20002,20010,15.38,3.02,1137
3022,35357088,20008,20004,27.8,3.29,31
3023,31217042,20005,20016,20.97,4.84,29
3024,29907150,20012,20012,76.59,12.42,146
3025,34222164,20001,20001,87.79,29.0,31
3026,32908547,20037,20174,62.09,26.0,38
3027,29971236,20008,20166,84.58,28.0,42
3028,36077718,20743,20032,29.42,6.94,36
3029,72354_26NRODHB,20005,20001,7.28,1.45,359
3030,1360557A,20036,20009,12.52,1.6348276067754999,760
3031,28885707,20018,20011,19.43,1.0,33
3032,82289_26NF62RW,20009,20001,10.98,1.47,675
3033,76964_26NP5OZY,20002,20024,7.76,0.99,296
3034,28084833,20001,20850,79.31,26.0,34
3035,31453910,20005,20002,22.8,2.0,31
3036,77713_26NEKHWK,20036,20002,17.03,1.99,1037
3037,1347678A,20004,20009,13.41,2.2599270261660003,916
3038,57114_26NM6KTA,20009,20001,18.08,2.65,1489
3039,34458660,20008,20002,28.8,7.99,41
3040,66385_26NFP4Z5,20008,22202,21.05,7.86,952
3041,58157_26NKH1LV,20037,20006,7.55,0.93,412
3042,82672_26NCOJ2L,20009,20009,5.12,0.65,176
3043,26845839,20002,20002,36.63,4.0,62
3044,77554_26NP5YP2,20036,20009,10.01,1.05,334
3045,32850867,20037,20037,78.62,28.0,37
3046,75067_26NLLDAZ,20009,20037,8.55,1.28,410
3047,35141607,20032,20032,0.25,1.56,51
3048,33371257,20002,20005,9.36,1.5,53
3049,74329_26NNHAH5,20005,20005,4.58,0.4,117
3050,78876_26NL0QF4,20011,20011,6.2,0.6,279
3051,63716_26NM8BT2,20002,20002,12.06,1.6,741
3052,35662576,20020,20002,20.89,4.2,30
3053,33326424,20001,20001,25.64,9.51,30
3054,27668433,20036,20010,15.49,3.6,495
3055,74907_26NCRY68,20001,20001,9.98,1.3,662
3056,30891136,20006,20003,19.16,4.7,31
3057,33858797,20001,20746,35.51,11.9,40
3058,32778018,22202,20005,24.0,3.8,51
3059,34934737,20037,22042,55.03,14.6,31
3060,78069_26NDDRZA,20037,20024,14.76,3.03,845
3061,30004030,20037,20001,24.21,3.0,37
3062,77256_26NNDHV4,20004,20005,9.06,1.05,405
3063,29691500,20004,20007,26.55,3.0,33
3064,31894790,20015,20036,20.78,5.3,31
3065,81123_26NDDLYG,20001,22202,19.62,5.26,1128
3066,75144_26NM7FJ1,20001,20012,19.16,4.37,1374
3067,32173617,20735,20019,40.49,13.65,46
3068,30988315,20024,20036,21.54,3.1,31
3069,33444426,22202,20037,34.6,7.4,30
3070,74969_26NCR4OX,20037,20036,15.73,2.45,832
3071,72414_26NL347M,20004,20036,11.09,1.16,465
3072,27820194,20007,20012,24.83,7.9,33
3073,73961_26NFQMLW,20004,20005,10.9,0.84,558
3074,33595476,20002,20008,22.67,4.0,29
3075,76291_26NONWNR,20223,20009,13.68,1.71,898
3076,64382_26NCSMBY,20001,20002,11.52,1.82,669
3077,31070612,20024,20024,25.67,5.0,29
3078,30294240,20004,20166,74.79,26.5,48
3079,36073799,22202,20002,28.54,5.96,31
3080,30248212,20011,20002,40.6,11.7,49
3081,27694013,20036,20002,12.3,2.37,492
3082,27005833,20005,22312,34.74,2.0,29
3083,72634_26NTYATK,20036,20005,6.39,0.53,213
3084,29072198,22202,20912,44.47,12.0,41
3085,63951_26NROGEY,20024,20001,9.63,1.18,480
3086,36336175,20037,20002,26.53,3.0,35
3087,28956692,20002,20016,29.15,5.0,32
3088,31367531,20024,20008,32.39,6.9,39
3089,71275_26NMW916,20024,20543,6.66,0.89,186
3090,31029304,20037,20003,30.77,4.1,47
3091,62723_26NFPMAW,20036,20001,8.82,1.21,395
3092,31205824,20036,20005,65.9,26.9,35
3093,27520009,22202,22202,71.55,26.4,36
3094,76013_26NDD54X,20002,20010,20.72,3.45,1255
3095,76966_26NTXOCO,20004,20008,16.68,2.39,837
3096,54681_26NNEAAD,20001,20009,10.98,1.72,585
3097,73153_26NPUL2G,20006,20001,7.74,0.73,332
3098,29068474,20037,20037,38.06,15.4,40
3099,27577559,20002,20007,76.18,31.3,46
3100,33703188,20037,20009,22.56,4.0,30
3101,73114_26NKHYXO,20006,20001,14.87,2.05,794
3102,29781282,20010,20009,18.89,1.8,31
3103,73084_26NL3R7S,20036,20005,9.63,0.84,542
3104,34792530,20001,20004,27.45,5.0,32
3105,65073_26NDDCW4,20007,22209,9.82,1.63,409
3106,71864_26NF6AHK,20037,20005,14.8,1.42,773
3107,72930_26NLPO8Q,20004,20001,6.66,0.5,239
3108,34128300,20037,21240,105.29,32.6,50
3109,66189_26NQG880,20037,20227,11.52,2.07,649
3110,31198903,20036,22209,21.12,3.0,32
3111,26826830,20002,20002,27.29,4.9,43
3112,31006025,20004,20002,27.99,5.6,46
3113,59731_26NCRWAC,20001,20004,8.63,1.09,480
3114,63484_26NP9VMD,20024,20005,10.52,2.14,632
3115,72421_26NF1FH3,20560,20003,10.25,2.18,543
3116,81275_26ND93TO,20002,20009,17.73,2.74,1297
3117,31905576,20036,22202,26.21,5.2,38
3118,26521036,20002,20901,25.37,8.6,29
3119,59812_26NON3OZ,20016,20431,13.76,2.98,1049
3120,71648_26NQGIP5,20002,20005,12.9,1.55,532
3121,28550711,20008,20005,19.08,2.3,32
3122,28336076,20001,20001,16.46,2.4,31
3123,33568698,20002,20036,22.34,3.5,29
3124,31417545,20001,22202,31.7,6.0,43
3125,78107_26NPUUEU,20018,20018,5.04,0.0,74
3126,73326_26NCRZGU,20037,20002,18.62,2.81,1475
3127,70942_26NF5TWO,20001,22202,25.02,6.96,1527
3128,65330_26NFPNSM,20010,20005,20.11,2.87,1070
3129,31145501,20009,20166,83.68,27.7,45
3130,63013_26NOONKL,20004,20571,7.01,0.85,366
3131,34897010,20036,22031,74.75,22.0,63
3132,78406_26NCOJC3,20011,20011,6.47,1.29,267
3133,71261_26NNH3VN,20001,20004,10.36,1.02,505
3134,32168541,22202,20009,33.99,5.4,37
3135,27790877,20036,22032,54.51,19.2,33
3136,63484_26NG93EW,20004,20001,7.2,0.65,283
3137,72930_26NNHCRB,20009,20006,10.09,1.15,468
3138,74572_26NS9MBZ,20560,20005,32.31,1.54,2835
3139,74426_26NL3TZK,20037,20052,8.16,0.58,239
3140,64327_26NSUUL5,20001,20245,15.68,1.74,904
3141,79570_26NTCL6B,20009,20009,10.09,1.49,424
3142,30596670,22202,20036,25.66,4.5,29
3143,27482470,20002,20019,29.42,6.63,47
3144,64656_26NDDQHS,20009,20007,9.44,1.53,599
3145,27172824,20009,20032,39.06,11.49,50
3146,29650912,20036,20024,20.97,2.5,29
3147,74255_26NLOU2E,20005,20004,10.0,1.11,397
3148,28706544,20001,22209,28.37,4.0,29
3149,57848_26NMUSWI,20003,20551,13.22,3.08,794
3150,72740_26NNGV3L,20005,20009,6.47,0.82,361
3151,82383_26ND9J9T,20005,20009,4.6,0.36726129999999996,92
3152,82818_26NS9MH5,20036,22201,15.49,3.8,759
3153,27787763,20001,20166,77.83,28.0,44
3154,32002454,20036,20002,21.37,2.51,30
3155,27614889,20037,20003,20.35,4.4,29
3156,71602_26NL0Z2J,20002,20002,5.12,0.6,160
3157,73882_26NMWXA3,20002,20004,9.98,1.64,590
3158,1358998A,20036,20037,5.39,0.43061023622024,221
3159,31959098,20002,20007,25.44,3.0,33
3160,27007077,20036,20024,22.34,4.0,31
3161,65204_26NF58GJ,20004,20001,9.36,1.01,492
3162,28277522,20005,20912,28.34,6.7,30
3163,73335_26NFQ9HA,20005,20001,14.87,1.87,813
3164,31300739,20045,20166,77.95,26.8,33
3165,77660_26NFN75B,20011,20910,14.57,3.47,933
3166,31468719,20037,20002,26.88,2.8,43
3167,33330325,20018,20722,36.44,1.0,72
3168,32012443,20005,20037,12.44,1.6,38
3169,72902_26NFNG6F,20004,20005,4.04,0.37,93
3170,33195020,20036,20001,65.33,27.3,45
3171,70763_26NM7EWL,20024,20003,11.39,2.34,314
3172,75091_26NCQN3C,20547,20037,11.25,1.88,561
3173,77339_26NO2HL6,20036,20001,16.49,2.88,958
3174,30868741,20037,20004,35.33,3.0,49
3175,81801_26NF45BS,20002,22202,23.89,5.92,1034
3176,80444_26NTG3NK,20560,20024,11.79,1.57,721
3177,26977872,20001,20036,21.78,0.0,39
3178,32060297,22202,20814,56.73,18.3,32
3179,28748653,20011,20001,23.73,6.0,36
3180,30617304,20004,22207,30.42,8.0,32
3181,31898446,20002,20032,27.8,6.3,36
3182,28930060,20036,20007,64.47,24.6,46
3183,54992_26NF5280,20006,20004,8.36,1.07,526
3184,31944263,20004,20166,88.12,29.1,54
3185,30702505,20036,20036,63.63,26.0,39
3186,32575283,20002,20007,19.97,4.6,33
3187,78789_26NO1AQO,20011,20010,8.63,1.77,490
3188,64635_26NL400A,20037,20004,11.98,1.37,649
3189,65042_26NP9NZH,20036,20007,10.9,1.05,535
3190,34349963,20002,22042,70.04,28.0,41
3191,74402_26NOOK08,20009,20004,13.49,2.28,970
3192,29570748,20005,20003,25.1,4.6,45
3193,66220_26NFQOZV,20004,20004,11.71,1.35,608
3194,28168194,20005,22202,27.43,5.4,32
3195,26506108,20002,20002,39.41,10.3,61
3196,29801379,20005,20005,68.57,28.0,56
3197,52456_26NF5F6K,20001,20151,64.44,27.08,2380
3198,34928290,20036,20001,21.6,1.0,31
3199,32753679,22202,20816,42.96,11.0,30
3200,33139113,20003,20003,29.14,0.0,30
3201,35837018,20005,22207,33.99,9.0,32
3202,60563_26NTGODO,20006,20007,10.71,1.37,622
3203,26636914,20037,20036,21.86,3.21,42
3204,26564635,20019,20011,26.83,8.34,29
3205,60250_26NFN17L,20004,20005,15.97,1.33,559
3206,30457611,20036,22202,23.21,5.0,33
3207,31411349,20037,20740,0.0,1.4,53
3208,76476_26NP9RCV,20001,20007,17.0,5.02,897
3209,31558989,20037,20003,20.62,2.7,29
3210,74924_26NO3BNJ,20005,20009,9.47,0.91,281
3211,32288618,20001,20001,68.2,28.0,40
3212,77471_26NRO0WQ,20007,20008,9.17,1.91,539
3213,76883_26NCSJIL,20024,20024,11.82,1.32,427
3214,31419253,20219,20560,11.09,1.2,38
3215,72715_26NDUJQA,20036,20009,8.82,1.25,395
3216,82405_26NPRSTI,20009,20003,16.57,3.34,920
3217,78789_26NLMTET,20011,20011,7.74,1.44,309
3218,35096642,20037,20002,77.65,27.5,35
3219,29020189,20016,20003,28.86,6.1,33
3220,71414_26NP834L,20006,22202,16.46,4.93,853
3221,34022335,20003,20015,37.09,11.02,52
3222,26968610,20016,20016,23.13,6.0,31
3223,30976531,20008,20005,26.1,2.3,47
3224,27153924,22202,20746,49.08,18.3,35
3225,59812_26NQFVW8,20001,20010,9.17,1.74,484
3226,80771_26NOP841,20036,22209,12.14,3.01,677
3227,71926_26NTXVLY,20024,20003,11.98,2.16,554
3228,70018_26NDC9V3,20009,20001,5.39,0.69,203
3229,82020_26NF3WXB,20001,20003,19.68,3.01,710
3230,31550037,20004,20019,24.02,8.4,31
3231,91259_26NS8SPF,20242,20006,22.89,3.92,1423
3232,27052722,22202,20016,35.66,9.88,45
3233,74686_26NTC7GE,20004,20001,5.39,0.23,205
3234,79683_26NO2Z8V,20037,20036,5.39,0.47,202
3235,91156_26NDA46D,20010,20011,5.39,0.73,168
3236,35752880,20005,20002,22.38,2.1,29
3237,29450576,22202,20854,51.73,17.5,41
3238,77139_26NON4LY,20003,22202,17.46,5.09,754
3239,31619866,20009,20009,39.78,6.0,60
3240,77679_26NNDGKL,20036,20002,13.06,2.33,664
3241,65146_26NEK08V,20002,20001,10.98,1.37,612
3242,31635502,20003,20008,24.56,6.9,36
3243,32574845,20037,20010,22.99,3.7,96
3244,73934_26NP9UBI,20547,20544,9.17,1.21,560
3245,32610546,20002,20008,24.19,3.6,32
3246,66067_26NFQAJ7,20004,20006,13.44,1.29,592
3247,61846_26NU0MDP,20004,20006,15.84,3.06,993
3248,73087_26NL2YEV,20560,20037,11.87,2.57,701
3249,65056_26NDA69K,20006,20427,5.39,0.66,191
3250,33857162,20008,20001,24.02,7.5,30
3251,76716_26NNGN2Y,20036,20002,17.81,3.87,1397
3252,74539_26NMV6GG,20004,22202,16.33,3.25,492
3253,73738_26NO2DHQ,20002,20036,16.73,2.5,1282
3254,30562894,20008,20037,22.9,3.5,29
3255,30865539,20001,20001,21.59,4.0,35
3256,30885444,20011,20024,26.99,8.3,31
3257,79425_26NM7GH1,20005,20001,7.74,0.83,350
3258,33315025,20001,20910,30.42,11.0,30
3259,53380_26NS4WKY,20009,20001,10.9,1.58,532
3260,74891_26NTBZ9W,20005,20011,13.76,3.31,918
3261,72796_26NKHYSV,20001,20001,8.09,1.16,450
3262,1353989A,20910,20011,10.25,2.1542939234857,553
3263,64109_26NNEJMF,20005,20024,32.31,6.77,2933
3264,63004_26NNHBY1,20268,20004,5.93,0.64,274
3265,27189360,20004,20004,29.83,7.0,36
3266,71275_26NDUJFT,20001,20004,8.0,0.64,230
3267,35592290,20057,20004,26.18,3.0,38
3268,32469873,20019,20010,25.75,7.38,30
3269,81552_26NPAOG7,20002,20001,10.94,1.74,552
3270,76586_26NCRCHW,20001,20001,7.01,0.7,382
3271,28182667,20010,20008,25.91,3.0,29
3272,76606_26NDYQNL,20009,20007,7.55,1.14,412
3273,73282_26ND9JKU,20011,20783,7.55,1.51,386
3274,82331_26NO37QF,20011,20783,13.76,2.9,840
3275,31717548,20008,22202,25.86,7.7,31
3276,29154241,20002,22314,30.23,8.6,52
3277,34416512,20002,20007,21.59,4.0,39
3278,76550_26NTGO8H,20003,20004,13.14,1.83,853
3279,80699_26NM6KIK,20001,20009,17.84,2.84,1090
3280,60981_26NOONF0,20002,22201,30.67,5.5,1852
